Numéro;Client;Date;Total HT;Total TTC;Acompte TTC;TTC origine;Mt acompte;MT Réglé;MT Perte;Reste dû;Comptabilisée;Acompte HT;TVA / Acompte
F 20180608;IN4001 - INQUARTO Consulting;30/06/2018;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20180609;OPT01 - OPTIMA CONCEPT;30/06/2018;5040;6048;0;;0;0;0;6048;Non;0;0
F 20180610;PETRAS01 - PETRAS SAS;30/06/2018;2100;2520;0;;0;2520;0;0;Non;0;0
F 20180611;ALLIAN01 - ALLIANTZ;30/06/2018;80;96;0;;0;96;0;0;Non;0;0
F 20180701;LEF01 - Maître Marie-Josée LEBEBVRE;08/07/2018;1260;1512;0;;0;0;0;1512;Non;0;0
F 20180702;IN4001 - INQUARTO Consulting;31/07/2018;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20180703;PROV01 - LA PROVENCALE SA;31/07/2018;400;480;0;;0;0;0;480;Non;0;0
F 20180704;ALLIAN01 - ALLIANTZ;31/07/2018;760;912;0;;0;912;0;0;Non;0;0
F 20180705;PETRAS01 - PETRAS SAS;31/07/2018;700;840;0;;0;0;0;840;Non;0;0
F 20180706;ESSEN01 - ESSENTIEL SERVICES;31/07/2018;180;216;0;;0;216;0;0;Non;0;0
F 20180707;LEO01 - LEONARD ARCHITECTURE;31/07/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20180708;LAA01 - LES AUTOMATISMES APPLIQUES;31/07/2018;1520;1824;0;;0;0;0;1824;Non;0;0
F 20180709;ARTI01 - ART INFORMATIQUE;31/07/2018;360;432;0;;0;432;0;0;Non;0;0
F 20180710;OPT01 - OPTIMA CONCEPT;31/07/2018;500;600;0;;0;0;0;600;Non;0;0
F 20180711;PROV01 - LA PROVENCALE SA;31/07/2018;2250;2700;0;;0;0;0;2700;Non;0;0
F 20180712;PROV01 - LA PROVENCALE SA;31/07/2018;750;900;0;;0;0;0;900;Non;0;0
F 20180803;PROV01 - LA PROVENCALE SA;31/08/2018;400;480;0;;0;0;0;480;Non;0;0
F 20180804;PROV01 - LA PROVENCALE SA;31/08/2018;400;480;0;;0;0;0;480;Non;0;0
F 20180805;IN4001 - INQUARTO Consulting;31/08/2018;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20180806;ESSEN01 - ESSENTIEL SERVICES;31/08/2018;180;216;0;;0;0;0;216;Non;0;0
F 20180807;LEO01 - LEONARD ARCHITECTURE;31/08/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20180901;ESSEN01 - ESSENTIEL SERVICES;30/09/2018;180;216;0;;0;0;0;216;Non;0;0
F 20180902;IN4001 - INQUARTO Consulting;30/09/2018;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20180903;PROV01 - LA PROVENCALE SA;30/09/2018;400;480;0;;0;480;0;0;Non;0;0
F 20180904;LEO01 - LEONARD ARCHITECTURE;30/09/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20181001;ESSEN01 - ESSENTIEL SERVICES;31/10/2018;180;216;0;;0;0;0;216;Non;0;0
F 20181002;IN4001 - INQUARTO Consulting;31/10/2018;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20181003;PROV01 - LA PROVENCALE SA;31/10/2018;400;480;0;;0;480;0;0;Non;0;0
F 20181004;LEO01 - LEONARD ARCHITECTURE;31/10/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20181101;IN4001 - INQUARTO Consulting;30/11/2018;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20181102;PROV01 - LA PROVENCALE SA;30/11/2018;400;480;0;;0;480;0;0;Non;0;0
F 20181103;LEO01 - LEONARD ARCHITECTURE;30/11/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20181104;ALLIAN01 - ALLIANTZ;30/11/2018;1640;1968;0;;0;1968;0;0;Non;0;0
F 20181105;ARTI01 - ART INFORMATIQUE;30/11/2018;1300;1560;0;;0;0;0;1560;Non;0;0
F 20181106;PROV01 - LA PROVENCALE SA;30/11/2018;675;810;0;;0;810;0;0;Non;0;0
F 20181107;PROV01 - LA PROVENCALE SA;30/11/2018;675;810;0;;0;810;0;0;Non;0;0
F 20181108;PETRAS01 - PETRAS SAS;30/11/2018;2100;2520;0;;0;0;0;2520;Non;0;0
F 20181109;PETRAS01 - PETRAS SAS;30/11/2018;320;384;0;;0;0;0;384;Non;0;0
F 20181110;ESSEN01 - ESSENTIEL SERVICES;30/11/2018;180;216;0;;0;0;0;216;Non;0;0
F 20181201;egc001 - EGC Ingénierie;03/12/2018;400;480;0;;0;0;0;480;Non;0;0
A 20181202;PROV01 - LA PROVENCALE SA;03/12/2018;-675;-810;0;;0;0;0;-810;Non;0;0
F 20181203;LAA01 - LES AUTOMATISMES APPLIQUES;13/12/2018;3200;3840;0;;0;3840;0;0;Non;0;0
F 20181204;PROV01 - LA PROVENCALE SA;13/12/2018;1500;1800;0;;0;1800;0;0;Non;0;0
F 20181205;SEXT01 - SEXTANT CONSULTING;13/12/2018;2050;2460;0;;0;0;0;2460;Non;0;0
F 20181206;TOUZ01 - GARAGE TOUZEAU;17/12/2018;990;1188;0;;0;1188;0;0;Non;0;0
F 20181207;ESSEN01 - ESSENTIEL SERVICES;31/12/2018;180;216;0;;0;216;0;0;Non;0;0
A 20181208;SEXT01 - SEXTANT CONSULTING;31/12/2018;-2050;-2460;0;;0;0;0;-2460;Non;0;0
F 20181209;PROV01 - LA PROVENCALE SA;31/12/2018;400;480;0;;0;480;0;0;Non;0;0
F 20181210;IN4001 - INQUARTO Consulting;31/12/2018;1192,8;1431,36;0;;0;1431,36;0;0;Non;0;0
F 20181211;LEO01 - LEONARD ARCHITECTURE;31/12/2018;262,5;315;0;;0;315;0;0;Non;0;0
F 20181212;ARTI01 - ART INFORMATIQUE;31/12/2018;260;312;0;;0;0;0;312;Non;0;0
A 20181213;ARTI01 - ART INFORMATIQUE;31/12/2018;-260;-312;0;;0;0;0;-312;Non;0;0
F 20181214;ARTI01 - ART INFORMATIQUE;31/12/2018;180;216;0;;0;216;0;0;Non;0;0
F 20181215;ALLIAN01 - ALLIANTZ;31/12/2018;400;480;0;;0;480;0;0;Non;0;0
F 20181216;PETRAS01 - PETRAS SAS;31/12/2018;700;840;0;;0;840;0;0;Non;0;0
F 20181217;LAA01 - LES AUTOMATISMES APPLIQUES;31/12/2018;480;576;0;;0;0;0;576;Non;0;0
F 20181218;LEF01 - Maître Marie-Josée LEBEBVRE;31/12/2018;540;648;0;;0;648;0;0;Non;0;0
A 20181219;LAA01 - LES AUTOMATISMES APPLIQUES;31/12/2018;-480;-576;0;;0;0;0;-576;Non;0;0
F 20190101;SEXT01 - SEXTANT CONSULTING;25/01/2019;46302;55562,4;0;;30000;0;0;55562,4;Non;0;0
F 20190102;SEXT01 - SEXTANT CONSULTING;25/01/2019;25000;25000;0;;0;0;0;25000;Non;0;0
F 20190103;ESSEN01 - ESSENTIEL SERVICES;31/01/2019;180;216;0;;0;216;0;0;Non;0;0
F 20190104;IN4001 - INQUARTO Consulting;31/01/2019;1192,8;1431,36;0;;0;1431,36;0;0;Non;0;0
F 20190105;PROV01 - LA PROVENCALE SA;31/01/2019;400;480;0;;0;480;0;0;Non;0;0
F 20190106;LEO01 - LEONARD ARCHITECTURE;31/01/2019;262,5;315;0;;0;0;0;315;Non;0;0
F 20190107;LAA01 - LES AUTOMATISMES APPLIQUES;31/01/2019;1600;1920;0;;0;0;0;1920;Non;0;0
A 20190201;SEXT01 - SEXTANT CONSULTING;04/02/2019;-25000;-25000;0;;0;0;0;-25000;Non;0;0
F 20190202;SEXT01 - SEXTANT CONSULTING;04/02/2019;25000;25000;0;;0;0;0;25000;Non;0;0
A 20190203;SEXT01 - SEXTANT CONSULTING;05/02/2019;-25000;-25000;0;;0;0;0;-25000;Non;0;0
A 20190204;SEXT01 - SEXTANT CONSULTING;05/02/2019;-46302;-55562,4;0;;0;0;0;-55562,4;Non;0;0
F 20190205;SEXT01 - SEXTANT CONSULTING;05/02/2019;25000;30000;0;;0;30000;0;0;Non;0;0
F 20190206;IN4001 - INQUARTO Consulting;28/02/2019;1192,8;1431,36;0;;0;1431,36;0;0;Non;0;0
F 20190207;PROV01 - LA PROVENCALE SA;28/02/2019;400;480;0;;0;480;0;0;Non;0;0
F 20190208;LEO01 - LEONARD ARCHITECTURE;28/02/2019;262,5;315;0;;0;0;0;315;Non;0;0
F 20190209;ARTI01 - ART INFORMATIQUE;28/02/2019;520;624;0;;0;0;0;624;Non;0;0
F 20190210;ALLIAN01 - ALLIANTZ;28/02/2019;920;1104;0;;0;1104;0;0;Non;0;0
F 20190211;ESSEN01 - ESSENTIEL SERVICES;28/02/2019;180;216;0;;0;216;0;0;Non;0;0
F 20190212;ESSEN01 - ESSENTIEL SERVICES;28/02/2019;560;672;0;;0;672;0;0;Non;0;0
F 20190213;LEF01 - Maître Marie-Josée LEBEBVRE;28/02/2019;450;540;0;;0;540;0;0;Non;0;0
F 20190214;LAA01 - LES AUTOMATISMES APPLIQUES;28/02/2019;880;1056;0;;0;0;0;1056;Non;0;0
F 20190215;LAA01 - LES AUTOMATISMES APPLIQUES;28/02/2019;640;768;0;;0;0;0;768;Non;0;0
F 20190216;FGE01 - FG EXPERTS;28/02/2019;240;288;0;;0;0;0;288;Non;0;0
F 20190217;FGE01 - FG EXPERTS;28/02/2019;240;288;0;;0;288;0;0;Non;0;0
F 20190301;ANO01 - ANONE;31/03/2019;700;840;0;;0;840;0;0;Non;0;0
F 20190302;IN4001 - INQUARTO Consulting;31/03/2019;1192,8;1431,36;0;;0;1431,36;0;0;Non;0;0
F 20190303;ARTI01 - ART INFORMATIQUE;31/03/2019;1880;2256;0;;0;0;0;2256;Non;0;0
F 20190304;LAA01 - LES AUTOMATISMES APPLIQUES;31/03/2019;1040;1248;0;;0;1248;0;0;Non;0;0
F 20190305;ESSEN01 - ESSENTIEL SERVICES;31/03/2019;420;504;0;;0;504;0;0;Non;0;0
F 20190306;PETRAS01 - PETRAS SAS;31/03/2019;225;270;0;;0;270;0;0;Non;0;0
F 20190307;PROV01 - LA PROVENCALE SA;31/03/2019;400;480;0;;0;480;0;0;Non;0;0
F 20190401;PHAR01 - PHARMABEST;08/04/2019;400;480;0;;0;480;0;0;Non;0;0
F 20190402;SEXT01 - SEXTANT CONSULTING;16/04/2019;800;800;0;;0;0;0;800;Non;0;0
A 20190403;SEXT01 - SEXTANT CONSULTING;29/04/2019;-800;-800;0;;0;0;0;-800;Non;0;0
F 20190404;SEXT01 - SEXTANT CONSULTING;29/04/2019;800;960;0;;0;0;0;960;Non;0;0
F 20190405;IN4001 - INQUARTO Consulting;30/04/2019;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20190406;PROV01 - LA PROVENCALE SA;30/04/2019;400;480;0;;0;0;0;480;Non;0;0
F 20190407;LAA01 - LES AUTOMATISMES APPLIQUES;30/04/2019;1240;1488;0;;0;0;0;1488;Non;0;0
F 20190408;AIX01 - AIXAGON;30/04/2019;4200;5040;0;;0;5040;0;0;Non;0;0
F 20190409;LEO01 - LEONARD ARCHITECTURE;30/04/2019;720;864;0;;0;0;0;864;Non;0;0
F 20190410;ALLIAN01 - ALLIANTZ;30/04/2019;350;420;0;;0;0;0;420;Non;0;0
F 20190411;ARTI01 - ART INFORMATIQUE;30/04/2019;240;288;0;;0;0;0;288;Non;0;0
F 20190412;ESSEN01 - ESSENTIEL SERVICES;30/04/2019;260;312;0;;0;312;0;0;Non;0;0
F 20190413;TOUZ01 - GARAGE TOUZEAU;30/04/2019;270;324;0;;0;0;0;324;Non;0;0
F 20190414;ALLIAN01 - ALLIANTZ;30/04/2019;150;180;0;;0;180;0;0;Non;0;0
F 20190415;LEO01 - LEONARD ARCHITECTURE;30/04/2019;180;216;0;;0;0;0;216;Non;0;0
F 20190501;PETRAS01 - PETRAS SAS;08/05/2019;450;540;0;;0;540;0;0;Non;0;0
F 20190502;SEXT01 - SEXTANT CONSULTING;08/05/2019;17300;20760;0;;0;0;0;20760;Non;0;0
A 20190503;ALLIAN01 - ALLIANTZ;09/05/2019;-350;-420;0;;0;0;0;-420;Non;0;0
A 20190504;LAA01 - LES AUTOMATISMES APPLIQUES;09/05/2019;-880;-1056;0;;0;0;0;-1056;Non;0;0
A 20190505;FGE01 - FG EXPERTS;09/05/2019;-240;-288;0;;0;0;0;-288;Non;0;0
A 20190506;SEXT01 - SEXTANT CONSULTING;24/05/2019;-17300;-20760;0;;0;0;0;-20760;Non;0;0
F 20190507;BPC01 - BPCE LEASE;24/05/2019;17300;20760;0;;0;0;0;20760;Non;0;0
F 20190508;IN4001 - INQUARTO Consulting;31/05/2019;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20190509;PROV01 - LA PROVENCALE SA;31/05/2019;400;480;0;;0;0;0;480;Non;0;0
F 20190601;IN4001 - INQUARTO Consulting;30/06/2019;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20190602;PROV01 - LA PROVENCALE SA;30/06/2019;400;480;0;;0;0;0;480;Non;0;0
F 20190703;PROV01 - LA PROVENCALE SA;14/07/2019;2400;2880;0;;0;0;0;2880;Non;0;0
F 20190704;PROV01 - LA PROVENCALE SA;14/07/2019;750;900;0;;0;0;0;900;Non;0;0
F 20190705;FGE01 - FG EXPERTS;14/07/2019;520;624;0;;0;0;0;624;Non;0;0
F 20190706;1AIR01 - UN AIR D'ICI;26/07/2019;800;960;0;;0;0;0;960;Non;0;0
F 20190701;IN4001 - INQUARTO Consulting;31/07/2019;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20190702;PROV01 - LA PROVENCALE SA;31/07/2019;400;480;0;;0;0;0;480;Non;0;0
F 20190801;1AIR01 - UN AIR D'ICI;31/07/2019;1600;1920;0;;0;0;0;1920;Non;0;0
F 20190707;FGE01 - FG EXPERTS;31/07/2019;90;108;0;;0;0;0;108;Non;0;0
F 20190708;ESSEN01 - ESSENTIEL SERVICES;31/07/2019;240;288;0;;0;0;0;288;Non;0;0
F 20190709;LEF01 - Maître Marie-Josée LEBEBVRE;31/07/2019;405;486;0;;0;0;0;486;Non;0;0
F 20190710;LAA01 - LES AUTOMATISMES APPLIQUES;31/07/2019;560;672;0;;0;0;0;672;Non;0;0
F 20190711;ARTI01 - ART INFORMATIQUE;31/07/2019;240;288;0;;0;0;0;288;Non;0;0
A 20190712;ARTI01 - ART INFORMATIQUE;31/07/2019;-240;-288;0;;0;0;0;-288;Non;0;0
F 20190713;ARTI01 - ART INFORMATIQUE;31/07/2019;1360;1632;0;;0;0;0;1632;Non;0;0
F 20190802;IN4001 - INQUARTO Consulting;31/08/2019;1192,8;1431,36;0;;0;0;0;1431,36;Non;0;0
F 20190803;PROV01 - LA PROVENCALE SA;31/08/2019;400;480;0;;0;0;0;480;Non;0;0
F 20190901;ANO01 - ANONE;30/09/2019;2150;2580;0;;0;0;0;2580;Non;0;0
F 20190902;IN4001 - INQUARTO Consulting;30/09/2019;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20190903;PROV01 - LA PROVENCALE SA;30/09/2019;400;480;0;;0;0;0;480;Non;0;0
F 20200101;PETRAS01 - PETRAS SAS;30/09/2019;500;600;0;;0;0;0;600;Non;0;0
F 20191001;QUAD01 - QUADRIMEX;09/10/2019;400;480;0;;0;0;0;480;Non;0;0
F 20191002;GREN01 - GRENKE LOCATION S.A.S.;29/10/2019;13000;15600;0;;0;0;0;15600;Non;0;0
F 20191005;PETRAS01 - PETRAS SAS;30/10/2019;500;600;0;;0;0;0;600;Non;0;0
F 20191003;IN4001 - INQUARTO Consulting;31/10/2019;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20191204;1AIR01 - UN AIR D'ICI;31/10/2019;300;360;0;;0;0;0;360;Non;0;0
F 20191205;QUAD01 - QUADRIMEX;31/10/2019;250;300;0;;0;0;0;300;Non;0;0
F 20191004;PROV01 - PROVENCALE SA;31/10/2019;400;480;0;;0;0;0;480;Non;0;0
F 20191101;PROV01 - LA PROVENCALE SA;04/11/2019;8680;10416;0;;0;0;0;10416;Non;0;0
F 20191102;PHAR01 - PHARMABEST;15/11/2019;3500;4200;0;;0;0;0;4200;Non;0;0
F 20191103;PHAR01 - PHARMABEST;15/11/2019;500;600;0;;0;0;0;600;Non;0;0
F 20191104;PHAR01 - PHARMABEST;15/11/2019;90;108;0;;0;0;0;108;Non;0;0
F 20191105;AIX01 - AIXAGON;26/11/2019;2000;2400;0;;0;0;0;2400;Non;0;0
F 20191106;PROV01 - PROVENCALE SA;27/11/2019;8680;10416;0;;0;0;0;10416;Non;0;0
F 20191201;ARTI01 - ART INFORMATIQUE;30/11/2019;1440;1728;0;;0;0;0;1728;Non;0;0
F 20191107;IN4001 - INQUARTO Consulting;30/11/2019;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20191108;1AIR01 - UN AIR D'ICI;30/11/2019;300;360;0;;0;0;0;360;Non;0;0
F 20191109;QUAD01 - QUADRIMEX;30/11/2019;250;300;0;;0;0;0;300;Non;0;0
F 20191110;LAA01 - LES AUTOMATISMES APPLIQUES;30/11/2019;550;660;0;;0;0;0;660;Non;0;0
F 20191111;LAA01 - LES AUTOMATISMES APPLIQUES;30/11/2019;2240;2688;0;;0;0;0;2688;Non;0;0
F 20191112;LEF01 - Maître Marie-Josée LEBEBVRE;30/11/2019;90;108;0;;0;0;0;108;Non;0;0
F 20191113;PETRAS01 - PETRAS SAS;30/11/2019;500;600;0;;0;0;0;600;Non;0;0
F 20191203;CAN01 - Mairie de Canari;12/12/2019;800;960;0;;0;0;0;960;Non;0;0
A 20191206;PROV01 - PROVENCALE SA;12/12/2019;-8680;-10416;0;;0;0;0;-10416;Non;0;0
F 20191207;PROV01 - PROVENCALE SA;12/12/2019;400;480;0;;0;0;0;480;Non;0;0
F 20191202;TOUZ01 - GARAGE TOUZEAU;31/12/2019;315;378;0;;0;0;0;378;Non;0;0
F 20191208;IN4001 - INQUARTO Consulting;31/12/2019;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20191209;ARTI01 - ART INFORMATIQUE;31/12/2019;280;336;0;;0;0;0;336;Non;0;0
F 20191210;LAA01 - LES AUTOMATISMES APPLIQUES;31/12/2019;120;144;0;;0;0;0;144;Non;0;0
F 20191211;LEF01 - Maître Marie-Josée LEBEBVRE;31/12/2019;180;216;0;;0;0;0;216;Non;0;0
F 20191212;1AIR01 - UN AIR D'ICI;31/12/2019;300;360;0;;0;0;0;360;Non;0;0
F 20191213;QUAD01 - QUADRIMEX;31/12/2019;250;300;0;;0;0;0;300;Non;0;0
F 20191214;PETRAS01 - PETRAS SAS;31/12/2019;500;600;0;;0;0;0;600;Non;0;0
F 20191215;PROV01 - PROVENCALE SA;31/12/2019;400;480;0;;0;0;0;480;Non;0;0
F 20200102;ANO01 - ANONE;01/01/2020;750;900;0;;0;0;0;900;Non;0;0
F 20200103;PETRAS01 - PETRAS SAS;31/01/2020;500;600;0;;0;0;0;600;Non;0;0
F 20200104;1AIR01 - UN AIR D'ICI;31/01/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200105;PROV01 - PROVENCALE SA;31/01/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200106;PROV01 - PROVENCALE SA;31/01/2020;900;1080;0;;0;0;0;1080;Non;0;0
F 20200107;QUAD01 - QUADRIMEX;31/01/2020;250;300;0;;0;0;0;300;Non;0;0
F 20200108;AIX01 - AIXAGON;31/01/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200109;PHAR01 - PHARMABEST;31/01/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200110;IN4001 - INQUARTO Consulting;31/01/2020;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20200111;ARTI01 - ART INFORMATIQUE;31/01/2020;480;576;0;;0;0;0;576;Non;0;0
F 20200112;LEF01 - Maître Marie-Josée LEBEBVRE;31/01/2020;135;162;0;;0;0;0;162;Non;0;0
F 20200113;TOUZ01 - GARAGE TOUZEAU;31/01/2020;135;162;0;;0;0;0;162;Non;0;0
F 20200114;SEXT01 - SEXTANT CONSULTING;31/01/2020;900;1080;0;;0;0;0;1080;Non;0;0
F 20200201;AIX01 - AIXAGON;04/02/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200301;PHAR01 - PHARMABEST;29/02/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200202;PROV01 - PROVENCALE SA;29/02/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200203;PETRAS01 - PETRAS SAS;29/02/2020;500;600;0;;0;0;0;600;Non;0;0
F 20200204;1AIR01 - UN AIR D'ICI;29/02/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200205;QUAD01 - QUADRIMEX;29/02/2020;250;300;0;;0;0;0;300;Non;0;0
F 20200206;IN4001 - INQUARTO Consulting;29/02/2020;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20200207;ARTI01 - ART INFORMATIQUE;29/02/2020;480;576;0;;0;0;0;576;Non;0;0
F 20200208;ARTI01 - ART INFORMATIQUE;29/02/2020;260;312;0;;0;0;0;312;Non;0;0
F 20200209;LEF01 - Maître Marie-Josée LEBEBVRE;29/02/2020;405;486;0;;0;0;0;486;Non;0;0
F 20200210;TOUZ01 - GARAGE TOUZEAU;29/02/2020;90;108;0;;0;0;0;108;Non;0;0
A 20200302;ARTI01 - ART INFORMATIQUE;05/03/2020;-480;-576;0;;0;0;0;-576;Non;0;0
F 20200303;LAA01 - LES AUTOMATISMES APPLIQUES;14/03/2020;4200;5040;0;;0;0;0;5040;Non;0;0
F 20200304;LAA01 - LES AUTOMATISMES APPLIQUES;14/03/2020;12000;14400;0;;0;0;0;14400;Non;0;0
F 20200305;LAA01 - LES AUTOMATISMES APPLIQUES;14/03/2020;600;720;0;;0;0;0;720;Non;0;0
F 20200306;PHAR01 - PHARMABEST;31/03/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200307;PETRAS01 - PETRAS SAS;31/03/2020;500;600;0;;0;0;0;600;Non;0;0
F 20200308;1AIR01 - UN AIR D'ICI;31/03/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200309;PROV01 - PROVENCALE SA;31/03/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200310;QUAD01 - QUADRIMEX;31/03/2020;250;300;0;;0;0;0;300;Non;0;0
F 20200311;ARTI01 - ART INFORMATIQUE;31/03/2020;640;768;0;;0;0;0;768;Non;0;0
F 20200312;IN4001 - INQUARTO Consulting;31/03/2020;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20200313;AIX01 - AIXAGON;31/03/2020;700;840;0;;0;0;0;840;Non;0;0
F 20200314;SEXT01 - SEXTANT CONSULTING;31/03/2020;2000;2400;0;;0;0;0;2400;Non;0;0
F 20200315;PHAR01 - PHARMABEST;31/03/2020;800;960;0;;0;0;0;960;Non;0;0
F 20200316;LAA01 - LES AUTOMATISMES APPLIQUES;31/03/2020;1185;1422;0;;0;0;0;1422;Non;0;0
F 20200401;PHAR01 - PHARMABEST;30/04/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200402;IN4001 - INQUARTO Consulting;30/04/2020;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20200403;PETRAS01 - PETRAS SAS;30/04/2020;500;600;0;;0;0;0;600;Non;0;0
F 20200404;1AIR01 - UN AIR D'ICI;30/04/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200405;PROV01 - PROVENCALE SA;30/04/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200406;QUAD01 - QUADRIMEX;30/04/2020;250;300;0;;0;0;0;300;Non;0;0
F 20200407;ANO01 - ANONE;30/04/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200501;AIX01 - AIXAGON;27/05/2020;700;840;0;;0;0;0;840;Non;0;0
F 20200504;PETRAS01 - PETRAS SAS;30/05/2020;500;600;0;;0;0;0;600;Non;0;0
F 20200502;PHAR01 - PHARMABEST;31/05/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200503;IN4001 - INQUARTO Consulting;31/05/2020;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20200505;1AIR01 - UN AIR D'ICI;31/05/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200506;PROV01 - PROVENCALE SA;31/05/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200507;QUAD01 - QUADRIMEX;31/05/2020;250;300;0;;0;0;0;300;Non;0;0
F 20200601;PHAR01 - PHARMABEST;17/06/2020;1200;1440;0;;0;0;0;1440;Non;0;0
F 20200602;SEXT01 - SEXTANT CONSULTING;30/06/2020;6500;7800;0;;0;0;0;7800;Non;0;0
F 20200603;IN4001 - INQUARTO Consulting;30/06/2020;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20200604;PETRAS01 - PETRAS SAS;30/06/2020;500;600;0;;0;0;0;600;Non;0;0
F 20200605;PHAR01 - PHARMABEST;30/06/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200606;1AIR01 - UN AIR D'ICI;30/06/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200607;PROV01 - PROVENCALE SA;30/06/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200608;QUAD01 - QUADRIMEX;30/06/2020;250;300;0;;0;0;0;300;Non;0;0
F 20200609;LEF01 - Maître Marie-Josée LEBEBVRE;30/06/2020;675;810;0;;0;0;0;810;Non;0;0
F 20200610;LEF01 - Maître Marie-Josée LEBEBVRE;30/06/2020;1710;2052;0;;0;0;0;2052;Non;0;0
F 20200611;SEXT01 - SEXTANT CONSULTING;30/06/2020;2000;2400;0;;0;0;0;2400;Non;0;0
F 20200612;GEN01 - EURL GENLOG;30/06/2020;600;720;0;;0;0;0;720;Non;0;0
F 20200613;LAA01 - LES AUTOMATISMES APPLIQUES;30/06/2020;810;972;0;;0;0;0;972;Non;0;0
F 20200614;LAA01 - LES AUTOMATISMES APPLIQUES;30/06/2020;3700;4440;0;;0;0;0;4440;Non;0;0
F 20200615;ARTI01 - ART INFORMATIQUE;30/06/2020;640;768;0;;0;0;0;768;Non;0;0
F 20200616;TOUZ01 - GARAGE TOUZEAU;30/06/2020;180;216;0;;0;0;0;216;Non;0;0
A 20200701;LAA01 - LES AUTOMATISMES APPLIQUES;08/07/2020;-4200;-5040;0;;0;0;0;-5040;Non;0;0
F 20200702;PHAR01 - PHARMABEST;31/07/2020;400;480;0;;0;480;0;0;Non;0;0
F 20200703;PETRAS01 - PETRAS SAS;31/07/2020;500;600;0;;0;0;0;600;Non;0;0
F 20200704;1AIR01 - UN AIR D'ICI;31/07/2020;300;360;0;;0;0;0;360;Non;0;0
F 20200705;IN4001 - INQUARTO Consulting;31/07/2020;965,3;1158,36;0;;0;0;0;1158,36;Non;0;0
F 20200706;PROV01 - PROVENCALE SA;31/07/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200707;PROV01 - PROVENCALE SA;31/07/2020;800;960;0;;0;0;0;960;Non;0;0
F 20200708;QUAD01 - QUADRIMEX;31/07/2020;250;300;0;;0;0;0;300;Non;0;0
F 20200709;LEF01 - Maître Marie-Josée LEBEBVRE;31/07/2020;360;432;0;;0;0;0;432;Non;0;0
F 20200710;ARTI01 - ART INFORMATIQUE;31/07/2020;720;864;0;;0;0;0;864;Non;0;0
F 20200711;GEN01 - EURL GENLOG;31/07/2020;100;120;0;;0;0;0;120;Non;0;0
F 20200712;SEXT01 - SEXTANT CONSULTING;31/07/2020;400;480;0;;0;0;0;480;Non;0;0
F 20200713;LAA01 - LES AUTOMATISMES APPLIQUES;31/07/2020;950;1140;0;;0;0;0;1140;Non;0;0
